,S1,S10,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S11,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S12,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S13,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S14,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149,S15,S150,S151,S152,S153,S154,S155,S156,S157,S158,S159,S16,S160,S161,S162,S163,S164,S165,S166,S167,S168,S169,S17,S170,S171,S172,S173,S174,S176,S177,S178,S179,S18,S180,S181,S182,S183,S184,S185,S186,S187,S188,S189,S19,S190,S191,S192,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S9,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
Clostridiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357377879240086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115509803427892,0.0,0.0,0.0,0.0,0.0668362116161028,0.0,0.0,0.0,0.7296353620334504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492047407784967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22038212841087698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13871134147829298,0.0,0.0,0.0,0.0,0.05325128802465127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055307166669054914,0.0,0.0,0.0,0.0,0.057080865891677664,0.0,0.0,0.1642284234764794,0.52578088546974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coccomyxaceae,0.0,0.0,0.006761683180889106,0.0044914042755383335,0.004371592533578009,0.004820118541942302,0.0,0.0,0.0,0.015277533147915275,0.0,0.006088894168342665,0.0,0.0,0.0,0.00394149910089992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007738609692257909,0.0,0.0,0.0,0.003213412361294868,0.0,0.007127262598665481,0.006070461592656462,0.0,0.006681808686248889,0.0,0.0,0.0,0.034905154157774655,0.0,0.0052317793989341875,0.0,0.0,0.007956728504544654,0.0,0.0,0.0,0.0,0.0,0.0,0.013603240856418428,0.0,0.0,0.0,0.0,0.03904326739932742,0.003597424354757448,0.0,0.011431269021394077,0.005459114499064035,0.0037172360967177727,0.047092158782303085,0.007652591005722291,0.008620301229247992,0.04002941019853932,0.0,0.0,0.04998914526098479,0.0,0.0115510807633544,0.004921497708216423,0.013059479873675414,0.008967448071338164,0.07075036967554571,0.00730851625957982,0.036112487865221005,0.0033639450627321993,0.007148767270299386,0.0,0.0,0.026241843585258856,0.0,0.042499375340490635,0.07426177534376753,0.011827569398647458,0.005833910204683513,0.0,0.0037295244805085753,0.005449898211220933,0.0,0.006939864745855742,0.0,0.04576808542884411,0.010319170288326445,0.13402018571844035,0.009717039482577119,0.024327927809841356,0.025175826291406734,0.03307725706889277,0.04819811332347532,0.0,0.023317208243047848,0.009434406655388661,0.0035390545317511356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362179631594253,0.0,0.005947577754748436,0.0,0.0,0.033660955298955894,0.0,0.0,0.013898162067397688,0.0,0.006371526995531124,0.0,0.011787632151327351,0.0,0.0,0.0,0.008254721811471615,0.0,0.0,0.0,0.0,0.006184129142721385,0.0,0.0,0.0,0.0046480811688710665,0.0,0.0,0.0,0.010687821802050522,0.0,0.0,0.005692593791089284,0.00356055920338504,0.0,0.0032072681693994668,0.03140296477739593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004165762105082066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008030458807289469,0.007978233176178559,0.0,0.0,0.0,0.0064083921469035325,0.0,0.0055174843220703465,0.004460683316061327,0.005695665887036984,0.0,0.006749394797098303,0.0,0.013292959165700663,0.0
Coleofasciculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04516994571609392,0.0,0.0,0.023039981468740214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029699652952523296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03046489470687104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028045076186366008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comamonadaceae,0.3422946763031878,0.0,0.4520532777198164,0.35567427277106484,1.6265719715763958,1.3068061746198538,1.0870594198864123,0.6789817276161624,0.2611316830237866,1.5781365206375368,0.8058583421608102,1.1979001945467664,1.5725944819045192,0.7458469168269499,0.38909047081215975,0.7230556924515221,1.8364479946019179,0.8450133377065092,0.0,0.33478504985430585,0.8441935094915658,0.5848982416692525,0.7781809416243195,1.8907206224311741,8.0731107775769,0.19830004863052084,0.22896162386940574,0.565320743896403,0.7106270967129794,0.44080523461079235,0.3284559760349424,0.7021336764061653,0.5574831861615437,0.28664473707282667,0.566074985854151,0.401814204708082,0.9118457337886989,2.084790357472587,0.5711907139153981,0.8264524269201896,0.6664547524918265,1.3118235232953077,0.693673049227949,0.2595248197224974,0.4571690057810635,0.034793509442199874,0.45451276236464677,0.17022913055085723,0.2639190989545943,0.9751036788537353,1.611880649964609,0.033842508712865475,1.2157724496325335,0.5576799449331301,1.8195267402454853,4.371717559621629,0.0383679604593533,1.2318738757740229,0.7519792318747269,0.16524457500400108,1.341829235962238,0.7499132647730694,0.3308170812939795,1.4806097561878644,0.4276879831716972,0.06899674256964046,2.123027145417549,0.05519083542999282,1.313791111011172,0.6998709505329215,0.8870213354402114,0.9501481079908568,0.8136631067670718,1.376327607247058,1.2521400292474247,0.9502136942480522,0.9338171299491833,0.27605255653575733,0.08083506199342383,1.2763085650239576,0.4090614861281821,1.5821372823264608,2.8619547121103763,1.6196198283136751,0.5376105502313145,0.16947488859310927,0.06975098452738843,0.7666377603579158,0.4103076250148961,0.25080184751549917,0.3969936148042145,0.7318114577871181,1.4753628556122265,1.060595365108038,1.1835695973495548,1.0342624828440543,1.1518586419955423,0.9049919699117718,0.6396955595560725,0.1977425654443593,0.8896447857280304,1.5789235557238825,0.1709833725086052,0.10451170084099057,0.08700017016979855,0.13579634552323247,0.1853467628344144,0.3656433838647771,0.4710077060493089,0.06620932663883274,0.34898447453712633,0.10729911677179828,2.2692517058348622,0.6932467385561784,0.15786612106951006,0.6487792561776459,0.0,0.0,0.5034073171038739,0.5852261729552298,1.0933229074485804,0.24535818816827468,0.2222718256354672,0.046041552551223955,0.140485762912709,1.2692580423754438,0.4758610890817741,0.24158697837953483,0.06893115631244498,0.4945859655110824,0.0,0.655764192568964,0.11379215623415039,0.13923962402599496,1.3017232396872045,0.6542229155248703,0.05584669800194758,0.1322546876346768,0.9285046431163498,1.2032454745081975,0.04282782594864565,0.13002475489003062,2.9265899685765175,0.6268078600171615,2.441776355387561,0.6982640872316322,1.4402086217554515,1.8783248198212292,0.29280984524920134,0.0388926505169171,0.5351510655864842,0.49750455395628107,0.44411734059916386,0.8206808362869877,0.647762669191116,0.1784929989574872,0.6679960295359202,3.0992457906436077,0.45093831134749335,0.3206512114286808,0.9183059801224533,0.39932192693465396,1.1556954380414777,0.16694981769108344,0.40696272589792687,0.5419720363348136,0.0,0.0907713799585384,0.1407481079414909,0.5919815574463638,0.44316633986982945,0.9243071226558394,0.43873926750913483,0.6333664857367091,0.5901123491162928,0.3885657807545959,2.332312892128312,0.16311302164514813,0.6148711612075849,1.2231181104384268,1.8002771737586132,2.9304923508796485,0.8557694838865673,0.35429696136995986,0.7082331983253446,0.2530973665173408,2.097874815783084,0.0828026497092881
Conexibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03736219153784101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024860953207629058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033328773133187724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032904202774803167,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23589536849062387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1507024937074275,0.0,0.0,0.0,0.0,0.16064773195943752,0.06395506192910355,0.0792651871107735,0.0,1.3846433781323064,0.0,0.0,0.10993972869816188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148979688757369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09077492660905019,0.0,0.0,0.0,0.0,0.0,0.0844771446194271,0.0,0.0,0.0,0.0,0.3122831207268282,0.0,0.0,0.29436701679083144,0.08588871644468744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crocinitomicaceae,0.14152412184771576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41697122951197507,0.10227667194418809,0.0,0.0,0.0,0.038570120950254895,0.15808105181660567,0.0,0.0,0.0,0.06284107510919577,0.07285049186311558,0.0,0.048541908317881764,0.0,0.0,0.06114775272601385,0.09068682096596516,0.0,0.0,0.07793045901266135,0.0,0.0,0.07740364760456031,0.0,0.0,0.10460969389434985,0.0,0.0,0.09904054472299598,0.12432749231184602,0.11552221591930002,0.0,0.0,0.0,0.0,0.0,0.0,0.13655704285704878,0.13012241780095749,0.0,0.13068685859535145,0.040489219651194404,0.15096909780724158,0.0,0.0,0.08041399850799483,0.0,0.0,0.0,0.0,0.0,0.14852318769820103,0.0,0.0,0.04161810123998235,0.0,0.18080920113753635,0.05166514738019509,0.04500474600634619,0.12677340242088656,0.2586644013776118,0.0,0.21110085710334628,0.0595296891154178,0.0,0.0,0.0,0.04613362759513415,0.0,0.2119663329880837,0.05475075705621548,0.1493134048103526,0.0,0.0,0.0,0.15341500791628215,0.0,0.0,0.0,0.0,0.10713086277597628,0.0,0.3051743228356753,0.2531328815925509,0.10904996147691579,0.17245547738050554,0.040903142900416654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44801547320364365,0.15138302105646384,0.0,0.06543750276340805,0.0,0.0,0.0,0.09339613677905624,0.21418646677936667,0.0,0.07300100940828731,0.0,0.0,0.03864537972284075,0.31454404002261527,0.0,0.0,0.10366895923702657,0.0,0.10197563685384464,0.0,0.0,0.0,0.0,0.0,0.0,0.5047229583470916,0.1569521702278177,0.0,0.04342431178204307,0.3630483189542041,0.16417701239606058,0.8533968517373958,0.11819390234609817,0.08553159504383354,0.785588697637533,0.0,0.0,0.0,0.0,0.0,0.26927588831221855,0.0,0.10532465223391556,0.0,0.040376331492315606,0.0,0.055992526803882225,0.48342472570529227,0.0,0.0,0.05719666716525604,0.047036732866164506,0.2676954540879154,0.0,0.0,0.0,0.0,0.0,0.10713086277597628,0.07066798745812555,0.0,0.0,0.042333059579548055,0.1277517664645028,0.04380060564497239,0.0,0.13392298581654358,0.23890897357382274,0.0,0.20903124085723504,0.0,0.0,0.0,0.08436508406875265,0.0
Cryptosporangiaceae,0.0,0.0,0.0,0.024222527696393943,0.0,0.200634749527453,0.0,0.0,0.0,0.0,0.0,0.019620886550904857,0.0,0.019700776154125153,0.0,0.11449777933532915,0.03459219819438845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021090855250158313,0.0,0.0,0.0,0.0,0.04552109591492503,0.0,0.017751469835549916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03719659925937012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05186433041061658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01663301539046576,0.0,0.017048441327211304,0.0,0.0,0.0,0.0,0.0,0.024941534125376613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447861115652983,0.0,0.0,0.0,0.0,0.06907255094426848,0.0
Cucurbitariaceae,0.0,0.0,0.0,0.0,0.009185752572264354,0.0,0.0,0.0,0.0,0.0,0.0,0.004827487085837962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008462897675873556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005478479214751313,0.0,0.004666852664417785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanothecaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003693,0.0,0.004272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404483343714692,0.0,0.0,0.0,0.0,0.0,0.0,0.03206125327385573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyphellophoraceae,0.0,0.0,0.0,0.0,0.0,0.0057172539113938565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077081299315875235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005706830476733157,0.0,0.0,0.0,0.0,0.0,0.0,0.007755035387560673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01041822294336948,0.0,0.009355032607978098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00854721642177386,0.0,0.0,0.0,0.0,0.0,0.0
Cytophagaceae,0.18679813557680963,0.06169181943468278,0.8440868973157386,0.6984832182614813,1.5198507486466002,2.0348563541903624,0.6332961116067031,0.5325319743188117,0.3254112401908763,2.5252701175070253,0.4454743562011513,2.459134290035364,0.7087693492234761,0.5322074119340886,0.6734919146377996,1.2750558115534942,1.5309358024017596,0.45850678426464964,0.0,0.4546619683225448,0.9978545686626472,0.6324222898016792,0.7471675759699521,0.889525631176978,1.7661436659768899,0.28401705297003293,0.28434161535475605,0.6222859568634028,0.5401716735284486,0.6053837465205132,0.8456348102274951,0.942703929597,0.13049904499598822,0.8705012821647449,0.4246524309042976,0.4476963602196405,1.1253326868469817,2.9479002750911247,0.4640493111422294,0.2459683549455665,0.4777058976378876,0.35115153393314985,0.828133407789732,0.0,0.30608729513120636,0.14148423340200214,0.13554224512784008,0.06299006897357534,0.08620876264992296,1.8412424085343668,0.3811361050141106,0.09577086983061237,0.4007097134466445,0.23645618043944985,2.958535934775129,1.8272612596539854,0.0493834151524899,2.4410836281773003,0.8961916432324456,0.46072878828313885,2.138990947011917,2.0887087437171172,1.05310507307744,1.960931029485346,0.44869501371109627,0.3880268141051557,5.74702614629262,0.055724864823234306,1.8529516207216863,1.2039516829618404,0.920783485459545,1.6931920284260427,1.0375510449480159,2.920062809016794,2.761027240502456,0.8531247114134137,1.6787864518117925,1.2500145752552398,0.13057394400784741,1.9891180242816862,0.39466785982333685,1.3957181196586428,4.371505793498671,1.7895371240142421,1.2512878584568459,0.687223400145317,0.669097839275394,1.3035923350718441,0.06328966502101208,0.49410878123504937,0.452589762327774,1.0029726678063584,2.064341598525595,1.2935558674827132,1.7829460109706339,2.1410132203321153,2.3866320465556723,2.359793233972797,1.1908693222237694,0.1343937936126659,4.12204215133301,3.5491645759593826,0.7023280342035861,0.0530784330708764,0.42565108439575344,0.13833847490391635,0.44574898591130163,0.5438916577841215,0.5112356886135165,0.26386921877991193,0.3455840407182837,0.07799483768269891,2.2059007309394567,0.9084251485027793,0.126379599343733,0.8483561409917122,0.06184161745840115,0.09155155882921155,0.5968702255058523,0.5252168374938979,1.1529704222230213,0.41811125053526205,0.28916011845103035,0.1582616120584598,0.27894888650089467,0.3397169514559808,0.8282582394761641,0.3700760175962375,0.04928354980334432,0.2972492117318224,0.21276312635466074,1.216110289220315,0.2825190727328492,0.28249410639556277,0.4654224596929811,0.8881774489635127,0.0,0.2849408074496295,0.5547020818291307,3.3114351123183265,0.13704022536502378,0.5155049322894901,1.7386557286245685,0.8111812647722696,1.056825057333113,1.3262368029906046,1.5679858469347703,0.8421395230073998,0.1183654050748001,0.07834436640470845,0.5735267001430728,0.8179721085141691,0.7904592048245616,0.48145084823084694,0.9125945268296073,0.029110749275936917,0.9066026058808725,0.7851913076571321,0.3790638990193398,0.5376001407879499,1.68545246386726,0.6162940359146679,0.7888363929009459,0.20479886476030063,0.7096182046912135,0.6925412299873192,0.060718132280513364,0.19206603274423903,0.057447542095995584,0.37619277023140435,0.20719563313979458,1.0496347521946312,0.45840691891550406,0.7007801212918296,0.6016138295902675,0.11035121080586721,0.2049236964467326,0.1429572473018995,0.9596560726144625,1.1100283220904212,2.9138212246951953,2.5131115112485505,0.9075762930350418,0.5643640543589657,1.0281886684656176,0.7318881775506781,2.198335930741679,0.15626430507554817
